Business Intelligence and Data Analyst,University of North Carolina at Chapel Hill,"Chapel Hill, NC 27599","[      Position Information        Position Type    Permanent Staff (EHRA NF)        Department    Inst Research and Assessment-505000        Working Title    Business Intelligence and Data Analyst        Appointment Type    EHRA Non-Faculty        Position Posting Category    Information Technology        Salary Range    $83,000 to $95,000        Full Time/Part Time?    Full-Time Permanent        Hours per Week    40        Vacancy ID    NF0004113        Position ID    00053429        Posting Open Date    11/08/2019        Application Deadline    12/06/2019        Open Until Filled    No        Proposed Start Date    12/09/2019        Position Summary    The primary purpose of this position is to support campus needs for data analytics, business intelligence, and related metrics to inform decision-making, planning, and continuous improvement across the University. The incumbent:   Develops and implements web-based interactive reporting applications using dashboard tools (e.g., Tableau, R, SAS Visual Analytics, Microsoft Power BI) to communicate quantitative and visually-displayed information to internal UNC Chapel Hill and public constituents.  Supports information requests from inception to delivery, translating client requirements into appropriate reporting objects that tell a story with data including, but not limited to: analytic scorecards, dashboards, and reports.   Develops and implements user-interactive reporting objects including filters, tool tips, and statistically-based what if scenarios.  Supports the institution’s internal and public-facing, strategic and operational reporting needs.  Integrates information from a variety of campus operational and data warehouse systems and synthesizes it to create self-service resources that enable users to explore the data and answer questions independently.  Creates sustainable data models using SQL and database tools.  Provides intermediate analytic programming support (e.g., R, Python, or SAS).  Builds strong consultative relationships, establishing value for the unit as a key partner for producing high-quality, actionable information that meets the needs of decision-makers at all levels of the University.   Contributes to or develops business intelligence and data modelling standards and guidelines.   May lead or coordinate small, informal team(s) of developers to expedite completion of various assignments and/or projects.          Educational Requirements    Master’s and 1-2 years’ of experience or Bachelors and 2-4 years of experience; will accept a combination of related education and experience in substitution.         Qualifications and Experience     Four or more years of progressively more responsible experience building web-based, interactive dashboards, analytics, scorecards, dynamic reports, and other business intelligence objects using commercial data visualization tools (e.g., Tableau, R, SAS Visual Analytics, Microsoft Power BI).  Four or more years of analytic programming using tools like R, Python, and SAS.  Demonstrated experience using complex SQL queries to extract data from databases.  Demonstrated ability to conduct basic statistical analyses using tools such as SPSS, Stata, SAS, Excel.  Demonstrated experience creating database objects including views, tables, and indexes in an enterprise quality relational database system (e.g., SQL Server, Oracle, MySQL).  Evidence of ability to present information that is easily interpretable by technical and non-technical audiences using various formats including Excel and PowerPoint.  Demonstrate strong analytic and problem-solving skills with great attention to detail and accuracy while working with large, disparate data sets and performing mining, validation, and information interpretation.  Demonstrate time management skills including clearly defining and planning activities and setting personal and working team priorities, juggling competing priorities in a fast-paced, complex environment.          Equal Opportunity Employer    The University of North Carolina at Chapel Hill is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, color, disability, gender, gender expression, gender identity, genetic information, national origin, race, religion, sex, sexual orientation, or status as a protected veteran.         Special Instructions    Applicants are required to submit a URL or PDF demonstrating a sample of their business intelligence or dashboard work products.         Quick Link    http://unc.peopleadmin.com/postings/172432          ]"
Principal Data Scientist,Informatica,"Cary, NC","[     Your Opportunity     You will be responsible for analyzing tens of millions of customer interactions to find patterns that help improve the effectiveness of our marketing organization. Your day-to-day will contain a wide spectrum of the activities, from meeting with business stakeholders and understanding challenges and opportunities, to data wrangling and modeling, to producing effective visualizations that concisely deliver insight. You will be a go-to person in the organization for knowledge and insight on our data and potential uses and areas in which we can deploy it.     Our Ideal Candidate     You are a data driven, professional data scientist who has the ability to decompose ambiguous business questions into tractable problems to be answered through a range of data sources and analytical techniques. You have deep technical knowledge and the ability to turn mountains of data into digestible insights and data products. You enjoy working in a fast-paced, collaborative, global environment and moving a quickly-growing organization towards an even more promising future.     Your Responsibilities     Reporting to the Director – Marketing Insights and Analytics, you will:     Be a technical expert and partner with the organization to understand pain points and areas in which we can and should leverage data products and solutions.   Advocate for the continued propagation of advanced analytical and machine learning techniques within the business.   Build, deploy, and maintain ML models   Mentor more junior data scientists and analysts to grow the overall technical abilities of the team   Support ad hoc analytics requests as needed   Develop reports and/or presentations that concisely communicate findings and recommendations to stakeholders.      Your Qualifications     Bachelor’s Degree in Mathematics, Statistics, Economics, Engineering or a field with a quantitative focus or a technical discipline    8+ years of relevant professional experience   8+ years of experience with a data science programming language (e. g. R, SAS, SPSS, and/or Python) (Python Preferred)   Experience with at least one data visualization tool (Tableau, Power BI, d3.js, GGplot, etc.)   Proficiency in SQL and relational databases   Experience with big data frameworks (Hadoop / Spark)   Strong applied statistics skills (statistical modeling &amp; inference)   Consultative style; skilled in supporting internal customers   Strong project/time management and organizational skills     Preferred Qualifications     Masters Degree or PhD in Data Science or other quantitative field   10+ years experience as a Data Scientist or Business Analyst          At Informatica, We “DATA”. We Do Good, Act As One Team, Think Customer First, and Aspire For The Future. Informatica enables companies to unleash the power of data to become more agile, realize new growth opportunities, lead to new inventions resulting in intelligent market disruptions.      A career with Informatica gives you all the opportunities and benefits that can only come from working for the trusted industry leader, including amazing, energetic team members; a globally diverse workplace; and a company dedicated to your success, growth and advancement.    ]"
Jr. Data Analyst - Cisco,SELLBYTEL,"Morrisville, NC","[     Role :   The InstallBase Prep Analyst works directly with Customers, Partners and Cisco internalRenewal Managers as our stakeholders in a Presales motion to help manage and optimizeassets from purchase to renewal, safeguarding and ensuring data accuracy of ourcustomers at all times.        Background/Experience Requirements:     Bachelor’s Degree   Excel Skills: Pivot Tables, vLook Upsand Macros   1 year of business experience    Excellent written and verbalcommunication skills         Preferred skills :        Customer facing experience   Data management experience    Detail-oriented, proficient incollaborating with cross-functional teams, have the ability to perform detaileddata analysis and possesses strong communication skills   Self-driven individual: ability towork/ act independently and think fast   Business judgment / knowledge   Excellent Team player   Ability to work in a fast-pacedenvironment         About Sellbytel:        The SELLBYTEL Group is a global outsourcing specialist building andsupporting sales, service, and technical support teams for the world’s leadingtechnology companies. We employ over eight thousand specialists worldwide,providing a professional work environment and support for both professional andpersonal development.    ]"
Web Data Analyst,Ruffalo Noel Levitz,"Raleigh, NC","[  RNL is looking to add a Web Data Analyst to our team! The ideal candidate will have:       Robust working experience in assessing and implementing Google Analytics, Google Tag Manager and Google Data Studio   In-depth working experience reviewing and implementing Google Tag Manager and Google Analytics solutions for clients/companies   Strong understanding of Google Analytics and other digital analytics capabilities   Functional knowledge of the changes in web/ digital analytics and ability to provide recommendations/ solutions based on the best fit for the client   Contemporary understanding of search engine ranking factors and on-page and off-page strategies to improve SERP performance    The Web Data Analyst is responsible for solution creation, service delivery, and integration that leads and defines the tagging requirements for re-engineering and new development projects. This position will be filled by talent for our Raleigh, North Carolina or Cedar Rapids, Iowa office.    ________________________     ESSENTIAL DUTIES/RESPONSIBILITIES:      Solution Creation:   Provide counsel to various disciplines (web, digital advertising, creative, and analytics) and clients on how to plan, setup and architect the metrics tagging to help answers business goals and objectives   Lead defining tagging requirements for re-engineering/new development projects   Tests implementations before deployment   Service Delivery:   Works closely with respective team members from various disciplines within the agency, across agency and the client to create analytics plan, assist developers, manage issues, perform tests and ensure that global standards are being utilized   Develops and delivers client training for client to learn how to manage and gain insights   Performs other duties and projects as assigned   Integration:   Facilitate knowledge sharing of best practices   Define, maintain and support company standards for Google Analytics, Tagging and Reporting services   Perform other duties and projects as assigned.   Review current implementation of Google Analytics and Tagging solutions on client sites and provide recommendations to enhance performance and results   Create appropriate reports (in GA, GDS, etc.), provide recommendations based off the data analyzed   Interpret data, provide recommendations and implement solutions that then track the results to improve campaign performance, and visibility to the campaigns   Tag Design and Automation:   Manage the overall process from developing the metric tagging plan, testing, maintaining and auditing website tags   Develop recommendations for prioritized on-page and technical website improvements to improve search engine optimization   All other duties as assigned     QUALIFICATIONS:  Education, Licenses/Certifications, Skills and Work Experience:     Required:      Bachelor's degree   5-8 years of web analytics, implementation or relevant experience   1+ year of marketing analysis experience   Strong verbal and written communication skills   Ability to clearly communicate technical concepts to non-technical audiences   Capable of working under pressure and to tight deadlines   Excellent organizational skills and ability to prioritize based on business needs   Demonstrated ability to manage own time and work effectively   Ability to work both independently and in a team-oriented environment, as well as, successfully managing client relationships   Experience presenting analytics plan/goal mapping and project specific findings to team members and clients   Experience successfully managing analytics portions of client engagements   Ability to be innovative   Advance proficiency with word processing and business software (Word, PowerPoint, MS Projects, Visio) as well as proficient with Excel macros/pivot tables   Expertise in gathering data, performing analysis, developing campaign marketing analysis reports, and creating client presentations   Web, Digital, and/or CRM marketing experience   Robust working experience in assessing and implementing Google Analytics, Google Tag Manager, Google Data Studio for clients/companies and other digital analytics capabilities   Understanding of search engine optimization and analysis of organic search performance, to include experience using Google Search Console and search engine management platforms   Experience as a project lead and guide to other analysts   Working knowledge/familiarity with Javascript   Functional knowledge of the changes in web/ digital analytics and ability to provide recommendations/ solutions based on the best fit for the client   Contemporary understanding of search engine ranking factors and on-page and off-page strategies to improve SERP performance   Willingness to travel as needed (less than 5% of the time)   Must be able to work in an environment where the noise level is low to moderate   This job operates in an office setting and routinely uses standard office equipment such as computers, phones, photocopiers and filing cabinets   This is largely a sedentary role; Infrequent light physical effort is required (minimum of five pounds)     Preferred:      Understanding of Paid Search analytics tool, Digital Ad Technology, BI/Reporting   Experience with integrated campaign performance hubs, and SEM   Functional knowledge of AdWords is important      ]"
HEDIS Data Analyst,UnitedHealth Group,"Raleigh, NC 27601","[     Optum  is a company that's on the rise. We're expanding in multiple directions, across borders and, most of all, in the way we think. Here, innovation isn't about another gadget, it's about transforming the health care industry. Ready to make a difference? Make yourself at home with us and start doing  your life's best work  .(sm)         As a key member of the Analyst team, you will be part of UnitedHealth Group's mission of helping people live healthier lives. As a  HEDIS Data Analyst , you will grow and develop as you conduct and manage outcomes of various studies. You will be challenged to analyze, review, and forecast data for operational and business planning. As part of this elite team, you will be empowered to impact the health care system through the analysis and interpretation of data, and presenting recommendations for business solutions. Join us! There's never been a better time to do  your life's best work.(sm)         Watch this video to learn more about Optum Technology Careers        Primary Responsibilities:     Ability to write SQL statements to profile and analyze data   Design and implement efficient and effective functional design solutions   Create source to target mapping specifications   Work closely with the Business and Developers to ensure requirements are met   Partner with the Business and the Development Teams to implement solutions effectively and adjust solutions as needed based on dynamic nature of program   Perform application operational processing functions   Conduct data analysis in regards to business and audit needs   Coordinate and interact with appropriate clients on defects, changes, issues and enhancements that may impact development, data, workflow and/or functionality       Required Qualifications:     4+ years of experience with data analysis   3+ years of experience in reading and writing moderate to complex SQL commands and accurately assessing results   2+ years of experience with unit testing   1+ years of experience with healthcare claims analysis   Experience with HEDIS / Stars reporting     Preferred Qualifications:     Experience gathering requirements from the client / business and documenting   Experience with process improvement, workflow, benchmarking and / or evaluation of business processes   Working knowledge of relational databases, database structures   Strong analytical, reasoning, problem solving, organization and negotiation skills   Experience with Agile           Technology Careers with Optum.  Information and technology have amazing power to transform the health care industry and improve people's lives. This is where it's happening. This is where you'll help solve the problems that have never been solved. We're freeing information so it can be used safely and securely wherever it's needed. We're creating the very best ideas that can most easily be put into action to help our clients improve the quality of care and lower costs for millions. This is where the best and the brightest work together to make positive change a reality. This is the place to do  your life's best work.(sm)           Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.        UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.       ]"
Clinical Laboratory Data Analyst - LC-MS/MS,Radeas,"Wake Forest, NC","[    Job Description  How would you like to join a team of creative individuals dedicated to collaborating with doctors to provide the most accurate and rapid test results possible? Radeas is filled with exciting new ideas and cutting edge diagnostics, and you could be a part of our team.  The purpose of Radeas Laboratories is to bring radical ideas in analytical testing to the clinical laboratory. Applying unique analytical methods and a highly specific approach, Radeas can provide the best possible service to healthcare providers by offering laboratory methods that are sensitive, selective, and efficient.  Based on a foundation of quality service, transparency, and innovation, Radeas is looking for qualified individuals to join us as we grow and expand. Creative? Hardworking? Enjoy thinking outside the box? Then Radeas might just be the place for you.   SUMMARY : This position primarily performs routine data analysis and limited laboratory bench work related to a wide spectrum of clinical and/or analytic tests with the ability to work independently.   Duties include but are not limited to:     Conducts chemical analysis of body fluids, including blood, urine, oral fluid or spinal fluid, to determine presence of normal or abnormal components.    Analyzes laboratory findings to check the accuracy of the results.    Interprets raw data from the LC-MS/MS in order to determine results for each patient.    Requests and documents reruns for QCs or patient samples when raw data is unacceptable.    Conducts statistical analyses and evaluates test results relative to specimen information and established reference materials.    Captures patient results into report templates and checks templates, patient demographics, and results for errors and inconsistencies.    Monitors data collection, checking and ensuring data integrity to produce reports that both explain and summarize findings in ways that can be understood by lay and non-technical audiences.    Remains current on lab standard operating procedures.    Identifies and communicates to appropriate personnel quality control issues.    Manipulates potentially hazardous human specimens/samples and analytic reagents in a safe and responsible manner within the laboratory setting.    Follows all safety procedures and maintains safety equipment.    Performs, analyzes and documents all proficiency testing data produced by LC-MS/MS in the same manner as patient samples.    Assesses potential problems that may arise in testing and initiates appropriate action, as may be required.    Participates in regular in-service training and appropriate education on laboratory safety and testing procedures.    MINIMUM QUALIFICATIONS    Education and/or Experience:     Bachelor’s degree in one of the following disciplines:  biology, chemistry, toxicology, clinical chemistry, or a relatable life science.     Position Type/Expected Hours of Work:     This is a full-time position, and days and hours of work are: M-F, 8am-5pm.    Occasional evening and weekend work may be required as job duties demand.    Travel:    Limited Travel - Travel is primarily local during the business day.   PHYSICAL DEMANDS AND WORK ENVIRONMENT   While performing the duties of this job, the employee is regularly required to talk or hear. The employee is occasionally required to sit; climb or balance; and stoop, kneel, crouch or crawl. The employee must frequently lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus. This position requires the ability to occasionally lift office products and supplies, up to 20 pounds.  Job Type: Full-time  Salary: $14.00 to $16.00 /hour  Radeas provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.  Data analysis; laboratory technician; clinical laboratory scientist; medical laboratory technologist; medical laboratory scientist; confirmation scientist; LC-MS/MS; LCMS; HPLC; liquid chromatography; mass spectrometry  Job Type: Full-time  Salary: $14.00 to $16.00 /hour  Education:   Associate (Required)   Application Question:   Do you have at least nine (9) credit hours of biology, nine (9) credit hours of chemistry, and an additional nine (9) credit hours of any combination of biology and chemistry for a total of 27 credit hours from an accredited college or university?   Additional Compensation:   Bonuses   Work Location:   One location   Benefits:   Health insurance  Dental insurance  Vision insurance  Retirement plan  Paid time off  Flexible schedule    ]"
Data Analyst,FHI,"Raleigh, NC","[   Freight Handlers, Inc. is currently seeking an experienced Data Analyst to join our BI team. This position will participate in the analysis and development of logical data base designs, data models and relational data base definitions across multiple computing environments. Assists in data management deliverables such as business need analysis, data source identification and analysis and data modeling techniques. You will also participate in the analysis and resolution of issues related to information flow and content with data stakeholders. Develops technical expertise in data modeling directions, methodologies, techniques and tools to ensure development of logical and relational data base designs which meet the needs of the business customers.     In this role you will:    Participate in the evaluation of business requirements.   Transform client requests into data deliverables to include data models, data mappings and data transformation rules.   Contribute to the development of project plans for data deliverables. Depicts moderately complex to complex ideas, issues and data designs to varied audiences.   Contribute to the development of project plans and supports development team throughout project lifecycle including during test phase researches test issues and data content and assists with moderately complex problem resolution.   Participate in the creation and implementation of new standards and procedures.   Investigates components of new tools and techniques.   Performs related duties as assigned or requested.          Qualifications:    Bachelor's Degree in a technical or business discipline or equivalent technical expertise.   Minimum of 2 years related experience.   General knowledge in the following areas; IT concepts, strategies and methodologies, IT architectures and data standards, and general knowledge of a business function(s) and of business operations. Extensive knowledge of data design and tools required.   Proficiency in SQL and DBMS languages and tools; knowledgeable in new and emerging technologies.   Demonstrated attention to detail   Strong problem solving and logic skills, resourcefulness, needs to be able to interact with people across the organization and departments to resolve bugs/issues/understand their needs.   Goal orientated and driven for results to achieve the goals of the company by conveying a sense of urgency, driving issues to closure, and persisting despite obstacles and opposition.   Passion for helping the business achieve operational success.   Demonstrates understanding of key issues relevant to maintaining a healthy support environment through effective recommendations of products and services and keeps that knowledge up to date.   Exhibits good business ethics both internally and externally.   Maintain a working knowledge of advances and trends in programming and technology.   Ability to work varied hours to accommodate operational needs and provide after-hours support as necessary.   Ability to travel for special project assignments.   Good working knowledge of TCP/IP protocols, DHCP, DNS, WINS and SMTP   Experience with cloud environment solutions (O365 &amp; Azure)   Experience with MS SQL technologies   Preferred:   Previous experience writing .NET, VB, C#   Previous experience with T/SQL and writing queries on SQL Server   Previous experience with MS SQL BI Tools [SSIS/SSRS/PowerBI]      Candidates must have:   A Customer Service Oriented attitude   Initiative to be a self-starter and require minimal management and direction   Ability to multi-task and expand previous levels of knowledge   Ability to work in a fast-moving / changing environment   Willingness to learn and continue to improve   Organization skills   Written and oral communication skills      Experience with the following is a plus:   SQL Server SSRS support   SQL Server SSIS Package Creations   SQL SSRS Reporting   PowerBI Experience   Azure Cloud Hosted Environments    Apply at www.fhiworks.com for immediate consideration.   ]"
Data Analyst,Piper Companies,"Durham, NC 27701","[    Located in Raleigh, North Carolina (NC), Piper Companies is looking for a Data Analyst to join our team!    Responsibilities for the Data Analyst include:     Put together test cases and work with the automation team to automate the testing process   Pull, analyze and report data   Work on enhancement and maintenance requests to clear the pathway for projects in the pipeline   Communicate with key stakeholders, cross functional team members and IT teams to coordinate and meet objectives     Qualifications for the Data Analyst include:     3+ years of Data Analytics experience   Data Integration experience (Data Mapping background preferred)   Testing experience (Manual Testing, Performance Testing, Load Testing, etc)   Working knowledge of SQL and Excel     Compensation for the Data Analyst include:     Salary Range: $100,000 - $115,000 (based on experience)   Full benefits including medical, dental, vision, pension and yearly raises     ]"
"Senior Data Scientist - NJ or Raleigh, NC",TRANZACT,"Raleigh, NC 27605","[    We’re looking for a senior data scientist to drive our data science and analytics group forward! You’ll be joining a group of curious, smart, technically minded yet business savvy data scientists and analysts looking to make a difference to the company by designing and building out our data decisioning capabilities from the ground up!   As a senior data scientist, you’ll work collaboratively with our business, operations, analytics, and IT teams. You’ll be responsible for conceptualizing, designing and building out decision making products for our business in the spaces of marketing / lead gen, business operations, and customer retention.   Our ideal candidate is excited to join our fast-paced culture and is excited to contribute to our growing data science practice!    What you’ll do:        Find new and improved ways for us to use data in our products, operations, and business strategies      Lead new projects and initiatives starting from understanding business to carrying out projects and presenting to stakeholders.      Design and execute data products in marketing, business operations, and customer retention spaces      Act as a subject matter expert with all things data      Work to build out the data science team as we grow     What we do:      We achieve competitive advantage through data-driven marketing and full management of the customer experience. We’re constantly refining our technology and our strategies, that’s why we’re the industry leader in delivering the best results to the top insurance brands in America.    That’s not just lip service either, we’re consistently awarded partner of the year from brands like AFLAC, Humana, and more. Our work has also been featured on The Dr. Oz Show, Forbes, and Vox - to name a few.    We want people who fit within our Be Real culture. We want a diversity of programmers and writers and designers and data scientists and strategists and more. We’re made up of introverts and extroverts, suits and rebels, corporate types and anti-corporate types. We’re an environment where every person feels their full potential is only limited by their ability to conceive of it and make it happen. Our company grew from entrepreneurial roots but has big company resources to get amazing things done.    What we’re looking for:        7+ years of experience in a data science role, building predictive algorithms and data products ideally related to marketing, business operations, or customer retention      Excellent understanding of machine learning techniques and algorithms such as decision forests, logistic regression, k-means clustering, etc.      Ability to communicate findings clearly and deep understanding of your current business      Proficiency with Python, SQL, Excel, and data visualization tools (Tableau, Power BI, etc.)      Experience with big data platform (i.e. Hadoop)      Intensely curious – always asking questions and not being OK with the status quo. Obsessed with making things better and more efficient.      A lifelong learner that is excited to learn new data science technologies and apply those to technologies to our business      Ability to be objective and follow the facts, cut through noise and create a story with data.      Strong organizational skills including time and project management      Thrives in a fast-paced environment that is constantly changing      BS/MS in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, etc.)        What’s in it for you:      Medical, dental, vision, paid time off/holidays, 401(k), and bonus opportunity      Frequent office events and outings      Employee development programs, conference and training reimbursement      Work remote flexibility      Joining a growing and exciting team making a big impact on the business!             TRANZACT, a     Willis Towers Watson Company    is an Equal Opportunity/Affirmative Action employer and voluntarily complies with the laws and regulations related to employment without regard to race, color, religion, sex, national origin, marital status, sexual orientation, age, status as a protected veteran or individual with a disability, ancestry, gender, gender identity or expression, or any other protected group status or non-job related characteristic protected by applicable human rights or equal opportunity legislation. We are a company that values diversity. As required by law, we must record certain information to be used as part of our Affirmative Action Program. In extending this invitation you are advised that (a) response data is used for periodic government reporting and will remain confidential within Human Resources department; (b) responses are used solely to help us comply with government record keeping, reporting and other legal requirements.     ]"
Data Science Intern,Meltwater,"Raleigh, NC","[     Job Description    We are looking for a talented individual to work in the area of machine learning. Candidate needs to be able to understand research papers, design algorithms and implement them. This is a 6+ month internship.    ]"
Remote Sensing Data Scientist,Lifescale Analytics,"Raleigh, NC","[   At Lifescale Analytics, we help life science organizations optimize processes for the collection, management and analysis of research data. We have an opportunity for a  Remote Sensing Data Scientist  in  Raleigh, NC .  The ideal candidate will have a PhD or MS in GIS/ Remote Sensing, Computer Science or similar degree with 3 -5 years professional experience. The candidate should have a deep understanding of remote sensing and demonstrate experience working with and implementing ML/DL models. The candidate will be responsible for analyzing data from drone and satellite, developing algorithms for land cover classification, and working with developers and users to transition models to operational systems. A successful candidate will demonstrate enthusiasm for working in a small team of individuals with diverse technical backgrounds to rapidly solve complex problems.    The Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas.      Responsibilities :  The successful candidate must demonstrate:  · Experience with using data from various remote sensing systems.  · Experience with satellite data assimilation techniques.  · Experience with ArcGIS, ENVI, QGIS, GDAL or Python for geospatial data processing.  · Experience in running Machine Learning and Deep Learning models using remote sensing data.  · Strong coding skills in Python and R.  · Perform spatial analysis and validation  · Ability to develop databases for remote sensing/geospatial projects  · Proficient documentation of applied scientific and technical research  · Excellent communication and technical writing skills.  · Ability to handle multiple tasks and coordinate with other team members effectively  · Strong data visualization skills   Qualifications:    · Experience with high-performance computing.  · Experience with AI software such as Tensorflow, PegaPlatform, Azure ML, Google Cloud AI, etc  · Experience working in Google Earth Engine and Descartes Labs platforms  · Experience with version control systems, such as Gitlabs or Bitbucket.  · PhD or MS in GIS/ Remote Sensing, Computer Science or similar degree with 3 -5 years professional experience.   Who we are  Lifescale Analytics helps life science organizations maximize the value of information assets to enable research innovation, increase efficiency, and ultimately improve the time that ideas in the lab come to life.  We provide the expertise for making observations, orienting data, analyzing information, and ultimately making decisions and taking action. Our specialists are skilled at managing, refining, analyzing or visualizing information for the specific purpose of increasing the value of IT for those in the life sciences industry. We achieve this through a progressive refinement of data along the analytics value chain. For more information, please visit our website at www.lifescaleanalytics.com  Job Type: Contract  Experience:   ArcGIS, ENVI, QGIS, GDAL: 3 years (Required)  Gitlabs or Bitbucket: 1 year (Preferred)  Python and R: 3 years (Required)  TensorFlow, PegaPlatform, Azure: 3 years (Required)  Machine Learning &amp; Deep Learning: 3 years (Required)   Education:   Master's (Preferred)   Location:   Raleigh, NC (Required)   Work authorization:   United States (Required)   Contract Length:   More than 1 year   Contract Renewal:   Likely   Work Location:   One location    ]"
Data Analyst Reports Developer,Red Zone Resources Inc.,"Morrisville, NC","[   The Data Report Analyst works within multiple project team assignments for the successful implementation of client engagements. The Technical Analyst is accountable to the project team for your deliverables and report directly to a manager in Professional Services. The Technical Analyst is expected to accomplish assigned tasks in accordance with documented standard processes and procedures. The role requires excellent communication skills, creative problem solving skills and a focus on delivering quality code and outcomes.  Responsibilities:   Work in a team environment in which efficiency and quality is the primary focus.  Complete and assist in the management of the solution configuration, deployment and software issue resolution to ensure a timely solution acceptance.  Create and write both technical designs and specifications.  Consult with clients regarding data file requirements, as well as reporting and data visualization requirements.  Load and map client data files into the solution.  Build custom reports according to customer requirements  Drive end-to-end testing; ensuring the highest quality of the code developed.  Participate in issue triage to assist the project team.  Participate in solution and process workshops to identify client business objectives, define project goals and provide input into a plan for maximizing the value of the solution.  Identify and raise project risks and issues to the Project Manager, providing alternative solutions to mitigate the risks or resolve the issues.  Team effectively with other parts of the organization to address and resolve client issues.  Possess strong technical skills, business intelligence, and a full understanding of the needs of the client.  During all functions and responsibilities performed, always ensuring that knowledge transfer occurs endeavoring to ensure that there aren’t any areas in which knowledge and experience is not shared.  Responsible for the successful technical implementation of configurable applications for client engagements (on time and on budget).   Qualifications:   Bachelor's degree preferred  1+ years Information Technology experience, preferably in a large software implementation setting.  Strong Working knowledge of SQL  Knowledge/experience with Business Intelligence tools.  Knowledge/experience with database queries and troubleshooting.  Demonstrated proficiency in the use of MS Project, Excel and Word as well as other typical business productivity tools.  Strong data analysis and creative thinking skills.  Proven ability to meet assignment deadlines, strong time management skills.  Strong technical, architecture and programming skills. Knowledge/experience with Agile software development is preferred.  Strong interpersonal, communication, documentation and problem solving skills with negotiation and presentation skills preferred.  Demonstrated ability to work over the phone and in-person with our clients.  Must be able to learn quickly, make individual contributions and handle multiple projects simultaneously in a team environment  Ability to act independently, take initiative and drive tasks and issues to resolution.  Depending on the product line, experience with latest Microsoft web-based technologies and SQL server preferred.  May require domestic and international travel. Travel ranges from 10 - 30%   Job Type: Contract  Salary: $25.00 to $35.00 /hour  Contract Renewal:   Likely    ]"
Data Analyst,Harte Hanks,"Raleigh-Durham, NC","[    Position Summary   The objective of the Data Analyst is to manage the day-to-day client relationship and support on the assigned piece of business, ensuring that the client is satisfied with the service and delivery from Harte Hanks. The successful candidate will work directly with our prestigious high-tech client, working as primary lead for delivery and execution of assigned business.   Essential Functions and Responsibilities   · Perform analysis, and effectively present metrics and insights to key stakeholders  · Translate complex analytics findings into concise and actionable insights and presenting these findings to internal clients  · Develop intimate knowledge of customers to best identify targeting strategies  · Document the business processes and structure of the business  · Organize data from a variety of sources to identify areas for improvement  · Work to validate data and determine process to resolve client’s strategic needs  · Assemble, sort, and analyze multi-faceted data in order to make recommendations for decision making  ·Work with the Marketing team to develop automated metrics for customer and operational reporting  ·Collect reporting data from multiple teams and sources, and interpret results to best demonstrate business value  · Act as liaison between data analytics and marketing, identifying gaps, trends, and opportunities, effectively communicating to key stakeholders  ·Translate, convert and transform data files and databases from one format to another  ·Able to handle and manipulate the data to report results, analyze, and answer questions  ·Create metrics and analytics reports utilizing finalized dataset  ·Utilize understanding of the data structure to run queries and equations to determine results  ·Create and upkeep of dashboards in Tableau  ·Collaborate with team to ensure timely results   Required Experience, Skills and Education   Education:  ·Degree in related field  Experience/Knowledge/Skills:  ·Minimum three (3) - five (5) years’ experience in data science, data engineering or relevant role  ·Experience in a role where you were responsible for QA  ·Experience in Tableau required  ·Experience with SQL required  ·Experience in coding, specifically in R or Python preferred  ·Experience in Google Cloud preferred  ·Experience with Snowflake and/or Big Query a plus  ·Project management experience a plus  ·Understanding of how data connects  ·Exceptional attention to detail from a data quality perspective  ·Excellent written and verbal communication skills  ·Experience in a high-tech B2B environment a plus  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin.  Harte Hanks is a global marketing firm that specializes in helping brands win attention, build trust and earn loyalty in an ever-changing world. Experts in defining, executing and optimizing the customer journey, we create meaningful interactions that connect our clients with their customers in more powerful ways. From visionary thinking to tactical execution, we’re changing the game of customer engagement – we’re bringing the human back to marketing.  Job Type: Full-time  Experience:   data science, data engineering or relevant role: 3 years (Required)  SQL: 3 years (Required)  Tableau: 3 years (Required)   Location:   Raleigh-Durham, NC (Required)   Work authorization:   United States (Preferred)    ]"
title,company,location,description
